FacilityName|FacilityNPI|FacilityType|FacilityMedicaidLicenseID1|FacilityMedicaidLicenseState1|FacilityMedicaidLicenseEffectiveDate1|FacilityMedicaidLicenseTerminationDate1|FacilityStateLicenseID1|FacilityStateLicenseState1|FacilityStateLicenseType1|FacilityStateLicenseEffectiveDate1|FacilityStateLicenseTerminationDate1|FacilityBoardCerficationID1|FacilityBoardCertificationType1|FacilityBoardCertificationEffectiveDate1|FacilityBoardCertificationTerminationDate1|FacilityMemberAssignment|BusinessName|BillingTIN|BillingAddress1|BillingAddress2|BillingCity|BillingState|BillingZip|BillingMailingAddress1|BillingMailingAddress2|BillingMailingCity|BillingMailingState|BillingMailingZip|BillingPhoneNumber|BillingFaxNumber|LocationName|FLCategory|LocationType|FacilitySubpartNPI|FLHoursOpenMon|FLHoursCloseMon|FLHoursOpenTues|FLHoursCloseTues|FLHoursOpenWed|FLHoursCloseWed|FLHoursOpenThurs|FLHoursCloseThurs|FLHoursOpenFri|FLHoursCloseFri|FLHoursOpenSat|FLHoursCloseSat|FLHoursOpenSun|FLHoursCloseSun|FLShowInDirectory|FLLanguage1|FLLanguage2|FLLanguage3|FLLanguage4|FLPrimarySpecialty|FLStateReportingProviderTypePrimary|FLStateReportingProviderSpecialtyPrimary|FLAdditionalSpecialty1|FLStateReportingProviderType1|FLStateReportingProviderSpecialty1|FLAdditionalSpecialty2|FLStateReportingProviderType2|FLStateReportingProviderSpecialty2|FLAdditionalSpecialty3|FLStateReportingProviderType3|FLStateReportingProviderSpecialty3|FLAdditionalSpecialty4|FLStateReportingProviderType4|FLStateReportingProviderSpecialty4|FLAdditionalSpecialty5|FLStateReportingProviderType5|FLStateReportingProviderSpecialty5|FLAdditionalSpecialty6|FLStateReportingProviderType6|FLStateReportingProviderSpecialty6|FLAdditionalSpecialty7|FLStateReportingProviderType7|FLStateReportingProviderSpecialty7|FLAdditionalSpecialty8|FLStateReportingProviderType8|FLStateReportingProviderSpecialty8|FLAdditionalSpecialty9|FLStateReportingProviderType9|FLStateReportingProviderSpecialty9|LocationAcceptsNewPatients|FLMinimumPatientAge|FLMaximumPatientAge|FLEHRUsed|FLHandicapAccessible|FLWheelchairAccessibleExamRoom|FLTerminationDate|FLTerminationReason|LocationAddress1|LocationAddress2|LocationCity|LocationState|LocationZip|PrimaryLocation|FLMailingAddress1|FLMailingAddress2|FLMailingCity|FLMailingState|FLMailingZip|LocationPhone|LocationFax|FLWebsiteURL|FLCCNetworkName|FLCCSubnetworkName|FLCCAffiliationID|FLCCContractID|FLCCReimbursementRate|FLCCAssignmentEffectiveDate|FLCCAssignmentTerminationDate|FirstName|MiddleName|LastName|Suffix|ProviderNPI|Gender|DateofBirth|SSN|ProviderLanguage1|ProviderLanguage2|ProviderLanguage3|ProviderLanguage4|ProviderPhoneNumber|ProviderFaxNumber|ProviderEmail|ProviderCredentialCode|PCP|ProviderPrimarySpecialtyCode|ProviderAdditionalSpecialty1|ProviderAdditionalSpecialty2|ProviderAdditionalSpecialty3|ProviderEngagementPriority|ApplicationCompleteDate|CredentialingApprovedDate|ProviderMedicaidLicenseID1|ProviderMedicaidLicenseState1|ProviderMedicaidLicenseEffectiveDate1|ProviderMedicaidLicenseTerminationDate1|ProviderStateLicenseID1|ProviderStateLicenseState1|ProviderStateLicenseType1|ProviderStateLicenseEffectiveDate1|ProviderStateLicenseTerminationDate1|ProviderBoardCerficationID1|ProviderBoardCertificationType1|ProviderBoardCertificationEffectiveDate1|ProviderBoardCertificationTerminationDate1|PLCategory|PLPrimarySpecialty|PLStateReportingProviderTypePrimary|PLStateReportingProviderSpecialtyPrimary|PLAdditionalSpecialty1|PLStateReportingProviderType1|PLStateReportingProviderSpecialty1|PLAdditionalSpecialty2|PLStateReportingProviderType2|PLStateReportingProviderSpecialty2|PLAdditionalSpecialty3|PLStateReportingProviderType3|PLStateReportingProviderSpecialty3|PLAdditionalSpecialty4|PLStateReportingProviderType4|PLStateReportingProviderSpecialty4|PLAdditionalSpecialty5|PLStateReportingProviderType5|PLStateReportingProviderSpecialty5|PLAdditionalSpecialty6|PLStateReportingProviderType6|PLStateReportingProviderSpecialty6|PLAdditionalSpecialty7|PLStateReportingProviderType7|PLStateReportingProviderSpecialty7|PLAdditionalSpecialty8|PLStateReportingProviderType8|PLStateReportingProviderSpecialty8|PLAdditionalSpecialty9|PLStateReportingProviderType9|PLStateReportingProviderSpecialty9|ProviderIsPCPLocation|PLAcceptsNewPatients|PLMinimumPatientAge|PLMaximumPatientAge|PLHoursOpenMon|PLHoursCloseMon|PLHoursOpenTues|PLHoursCloseTues|PLHoursOpenWed|PLHoursCloseWed|PLHoursOpenThurs|PLHoursCloseThurs|PLHoursOpenFri|PLHoursCloseFri|PLHoursOpenSat|PLHoursCloseSat|PLHoursOpenSun|PLHoursCloseSun|PLShowInDirectory|PLTerminationDate|PLTerminationReason|PLPhoneNumber|PLFaxNumber|PLAddress1|PLAddress2|PLCity|PLState|PLZip|ProviderPrimaryLocation|PLMailingAddress1|PLMailingAddress2|PLMailingCity|PLMailingState|PLMailingZip|PhysHospRelNPI1|PhysHospRelEffectiveDate1|PhysHospRelTerminationDate1|PhysHospRelType1|PhysHospRelNPI2|PhysHospRelEffectiveDate2|PhysHospRelTerminationDate2|PhysHospRelType2|PhysHospRelNPI3|PhysHospRelEffectiveDate3|PhysHospRelTerminationDate3|PhysHospRelType3|PhysHospRelNPI4|PhysHospRelEffectiveDate4|PhysHospRelTerminationDate4|PhysHospRelType4|PhysHospRelNPI5|PhysHospRelEffectiveDate5|PhysHospRelTerminationDate5|PhysHospRelType5|PLCCNetworkName|PLCCSubnetworkName|PLCCAffiliationID|PLCCContractID|PLCCReimbursementRate|PLCCAssignmentEffectiveDate|PLCCAssignmentTerminationDate
Test 9999900133|9999900133|Practice|||||||||||||||Scenario 133|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|4070|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900134|9999900134|Practice|||||||||||||||Scenario 134|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900135|9999900135|Practice|||||||||||||||Scenario 135|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900136|9999900136|Practice|||||||||||||||Scenario 136|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701872|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900137|9999900137|Practice|||||||||||||||Scenario 137|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900138|9999900138|Practice|||||||||||||||Scenario 138|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|4070187270|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900139|9999900139|Practice|||||||||||||||Scenario 139|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|123456789|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900140|9999900140|Practice|||||||||||||||Scenario 140|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900141|9999900141|Practice|||||||||||||||Scenario 141|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|12345678901|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900142|9999900142|Practice|||||||||||||||Scenario 142|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|12345#7890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900143|9999900143|Practice|||||||||||||||Scenario 143|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567891|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900143|9999900143|Practice|||||||||||||||Scenario 143|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567892|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900144|9999900144|Practice|||||||||||||||Scenario 144|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567891|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900145|9999900145|Practice|||||||||||||||Scenario 145|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|123456789|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900146|9999900146|Practice|||||||||||||||Scenario 146|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900147|9999900147|Practice|||||||||||||||Scenario 147|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|12345678901|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900148|9999900148|Practice|||||||||||||||Scenario 148|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|12345@7890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900149|9999900149|Practice|||||||||||||||Scenario 149|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567891|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900149|9999900149|Practice|||||||||||||||Scenario 149|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567892|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900150|9999900150|Practice|||||||||||||||Scenario 150|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567891|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900151|9999900151|Practice|||||||||||||||Scenario 151|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||||||1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900152|9999900152|Practice|||||||||||||||Scenario 152|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900152|9999900152|Practice|||||||||||||||Scenario 152|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900153|9999900153|Practice|||||||||||||||Scenario 153|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900153|9999900153|Practice|||||||||||||||Scenario 153|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||||||1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900154|9999900154|Practice|||||||||||||||Scenario 154|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900155|9999900155|Practice|||||||||||||||Scenario 155|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||||||1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900156|9999900156|Practice|||||||||||||||Scenario 156|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900156|9999900156|Practice|||||||||||||||Scenario 156|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|200 CLINIC DR|FL 5|MADISONVILLE|KY|42431|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900157|9999900157|Practice|||||||||||||||Scenario 157|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900157|9999900157|Practice|||||||||||||||Scenario 157|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|UNIT 130|MOUNT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900158|9999900158|Practice|||||||||||||||Scenario 158|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900158|9999900158|Practice|||||||||||||||Scenario 158|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727|1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900159|9999900159|Practice|||||||||||||||Scenario 159|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900159|9999900159|Practice|||||||||||||||Scenario 159|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727|138 EASTBROOKE CT|UNIT 130|MOUNT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900160|9999900160|Practice|||||||||||||||Scenario 160|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900160|9999900160|Practice|||||||||||||||Scenario 160|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900161|9999900161|Practice|||||||||||||||Scenario 161|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900161|9999900161|Practice|||||||||||||||Scenario 161|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727|1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900162|9999900162|Practice|||||||||||||||Scenario 162|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||STE 130|MT WASHINGTON|KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900163|9999900163|Practice|||||||||||||||Scenario 163|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130||KY|40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900164|9999900164|Practice|||||||||||||||Scenario 164|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON||40047|1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900165|9999900165|Practice|||||||||||||||Scenario 165|123456789|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY||1234567890|1234567890|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900166|9999900166|Practice||||||||||||||||||||||||||||||F|||09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|Y|||||||||||||||||||||||||||||||||||B|18|99|Y|Y|Y|12/31/2019|D01|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|Y|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||www.server.com||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900167|9999900167|Practice||||||||||||||||||||||||||||||F|||09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|Y|||||||||||||||||||||||||||||||||||B|18|99|Y|Y|Y|12/31/2019|D01|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|Y|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||www.server.com||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900167|9999900167|Practice||||||||||||||||||||||||||||||F|||09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|09:00 AM|05:00 PM|Y|||||||||||||||||||||||||||||||||||B|18|99|Y|Y|Y|12/31/2019|D01|1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|Y|138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||www.server.com||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900168||Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|9999900169|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900170|9999900170|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900171|9999900171|Practice 1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900172|9999900172|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
